pig_age_days,avg_weight,feed_quantity,number_of_feeding_per_day,feeding_time_1,feeding_time_2,feeding_time_3,pen_capacity,pen_status,growth_stage,feed_type,device_code,repeat_days
57,31.89,3.33,3,6:55 am,12:39 pm,18:45 pm,9,active,hog starter,hog starter,auto_feeder_v2,everyday
83,45.81,5.14,3,5:47 am,12:39 pm,17:32 pm,5,active,hog grower,hog grower,auto_feeder_v1,everyday
74,39.5,3.05,3,5:54 am,12:04 pm,17:54 pm,13,active,hog starter,hog starter,manual,everyday
109,59.81,4.82,3,7:16 am,11:56 am,18:31 pm,17,active,hog grower,hog grower,auto_feeder_v2,everyday
58,33.05,3.16,3,7:44 am,11:14 am,18:33 pm,11,active,hog starter,hog starter,auto_feeder_v1,everyday
135,75.44,6.74,3,7:05 am,12:11 pm,18:44 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
78,43.17,3.0,3,6:56 am,12:40 pm,18:53 pm,12,active,hog starter,hog starter,auto_feeder_v2,everyday
45,25.57,1.35,3,5:55 am,12:39 pm,18:55 pm,7,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
64,33.77,2.85,3,7:25 am,12:36 pm,18:03 pm,11,active,hog starter,hog starter,auto_feeder_v2,everyday
160,87.05,6.53,3,5:07 am,11:06 am,18:04 pm,16,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
103,56.18,4.99,3,7:01 am,12:24 pm,16:07 pm,17,active,hog grower,hog grower,auto_feeder_v1,everyday
68,37.82,2.99,3,6:20 am,12:05 pm,18:32 pm,15,active,hog starter,hog starter,auto_feeder_v1,everyday
130,72.14,3.91,3,7:15 am,12:53 pm,17:51 pm,13,inactive,hog grower,hog grower,auto_feeder_v2,everyday
161,88.77,6.63,3,7:20 am,12:19 pm,17:00 pm,6,active,hog finisher,hog finisher,auto_feeder_v1,everyday
40,20.61,1.74,3,6:16 am,11:10 am,17:07 pm,8,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
98,54.88,4.48,3,5:26 am,11:29 am,17:10 pm,20,active,hog grower,hog grower,auto_feeder_v2,everyday
30,15.0,1.44,3,7:54 am,12:21 pm,17:14 pm,5,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
108,59.9,5.07,3,7:41 am,11:07 am,18:18 pm,13,active,hog grower,hog grower,manual,everyday
39,20.99,1.6,3,7:05 am,11:05 am,17:36 pm,18,inactive,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
71,38.22,2.2,3,6:03 am,12:52 pm,18:15 pm,13,active,hog starter,hog starter,auto_feeder_v2,everyday
100,54.49,4.99,3,7:13 am,12:45 pm,17:05 pm,13,active,hog grower,hog grower,manual,everyday
119,66.87,4.75,3,7:26 am,12:43 pm,16:55 pm,11,active,hog grower,hog grower,auto_feeder_v1,everyday
142,78.84,6.89,3,5:25 am,11:54 am,16:00 pm,13,active,hog finisher,hog finisher,auto_feeder_v2,everyday
116,63.77,5.18,3,6:41 am,11:17 am,18:08 pm,5,active,hog grower,hog grower,auto_feeder_v1,everyday
149,82.85,6.41,3,7:55 am,11:37 am,16:04 pm,8,active,hog finisher,hog finisher,auto_feeder_v1,everyday
171,94.89,6.63,3,5:01 am,11:44 am,16:42 pm,9,active,hog finisher,hog finisher,auto_feeder_v2,everyday
91,49.62,4.21,3,5:09 am,12:51 pm,16:58 pm,13,inactive,hog grower,hog grower,manual,everyday
39,21.99,1.34,3,6:04 am,12:54 pm,16:07 pm,12,active,hog pre-starter,hog pre-starter,manual,everyday
167,91.2,7.0,3,7:49 am,12:21 pm,17:17 pm,11,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
132,73.82,5.89,3,7:58 am,11:18 am,16:51 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
116,64.92,4.33,3,7:11 am,11:14 am,18:05 pm,5,inactive,hog grower,hog grower,auto_feeder_v1,everyday
155,85.48,6.66,3,5:05 am,11:08 am,18:14 pm,5,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
101,55.47,3.91,3,6:28 am,12:01 pm,16:05 pm,8,active,hog grower,hog grower,auto_feeder_v1,everyday
113,61.35,5.01,3,5:28 am,12:04 pm,17:45 pm,5,active,hog grower,hog grower,manual,everyday
178,97.71,6.64,3,6:26 am,11:51 am,17:02 pm,16,active,hog finisher,hog finisher,auto_feeder_v2,everyday
178,96.76,6.69,3,7:03 am,11:22 am,16:49 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
45,24.38,1.42,3,5:29 am,12:58 pm,16:15 pm,20,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
113,62.82,3.75,3,6:31 am,12:11 pm,16:02 pm,20,active,hog grower,hog grower,auto_feeder_v2,everyday
147,82.11,5.75,3,7:21 am,12:46 pm,17:29 pm,10,active,hog finisher,hog finisher,auto_feeder_v2,everyday
160,87.52,6.62,3,5:48 am,12:09 pm,16:48 pm,20,active,hog finisher,hog finisher,auto_feeder_v1,everyday
40,22.21,1.23,3,7:03 am,11:18 am,17:42 pm,5,inactive,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
107,58.67,5.03,3,6:28 am,12:40 pm,16:50 pm,10,active,hog grower,hog grower,auto_feeder_v1,everyday
70,39.58,3.31,3,6:25 am,11:41 am,18:21 pm,13,active,hog starter,hog starter,auto_feeder_v2,everyday
91,49.11,5.44,3,6:42 am,11:40 am,16:52 pm,8,active,hog grower,hog grower,auto_feeder_v1,everyday
97,54.1,4.88,3,5:04 am,12:21 pm,18:45 pm,5,active,hog grower,hog grower,manual,everyday
66,35.88,2.17,3,6:44 am,11:49 am,18:20 pm,9,inactive,hog starter,hog starter,auto_feeder_v1,everyday
45,23.27,1.72,3,7:35 am,11:33 am,17:25 pm,12,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
153,85.19,6.21,3,7:32 am,11:10 am,16:34 pm,14,active,hog finisher,hog finisher,manual,everyday
163,90.25,6.65,3,6:28 am,12:28 pm,17:24 pm,19,active,hog finisher,hog finisher,manual,everyday
158,88.21,6.05,3,6:48 am,11:38 am,18:58 pm,8,active,hog finisher,hog finisher,auto_feeder_v2,everyday
103,58.06,4.03,3,7:51 am,12:50 pm,16:58 pm,11,active,hog grower,hog grower,manual,everyday
98,53.72,4.46,3,6:47 am,12:50 pm,18:06 pm,9,active,hog grower,hog grower,auto_feeder_v1,everyday
152,83.54,5.68,3,5:06 am,12:17 pm,18:55 pm,8,active,hog finisher,hog finisher,manual,everyday
60,34.34,2.86,3,6:49 am,12:32 pm,18:39 pm,10,active,hog starter,hog starter,auto_feeder_v2,everyday
94,50.95,5.06,3,7:45 am,11:08 am,18:51 pm,6,active,hog grower,hog grower,auto_feeder_v1,everyday
73,39.4,2.76,3,5:23 am,11:29 am,16:24 pm,5,active,hog starter,hog starter,auto_feeder_v1,everyday
114,63.98,5.49,3,7:36 am,11:25 am,16:34 pm,17,active,hog grower,hog grower,manual,everyday
133,72.55,6.98,3,7:57 am,12:45 pm,18:46 pm,14,active,hog finisher,hog finisher,manual,everyday
167,91.78,6.18,3,7:59 am,12:42 pm,17:37 pm,6,active,hog finisher,hog finisher,auto_feeder_v1,everyday
166,90.68,6.9,3,6:12 am,12:30 pm,17:29 pm,11,active,hog finisher,hog finisher,manual,everyday
132,72.77,5.6,3,6:14 am,11:29 am,18:11 pm,13,active,hog finisher,hog finisher,auto_feeder_v1,everyday
109,60.44,3.92,3,6:10 am,12:24 pm,16:40 pm,20,active,hog grower,hog grower,auto_feeder_v1,everyday
91,49.09,4.43,3,7:49 am,12:08 pm,17:50 pm,16,active,hog grower,hog grower,auto_feeder_v1,everyday
71,40.24,3.27,3,5:33 am,12:40 pm,17:19 pm,11,active,hog starter,hog starter,auto_feeder_v1,everyday
52,27.79,2.18,3,7:30 am,11:38 am,17:53 pm,6,inactive,hog starter,hog starter,auto_feeder_v2,everyday
68,38.18,2.7,3,6:35 am,12:36 pm,16:56 pm,6,active,hog starter,hog starter,manual,everyday
33,19.37,1.67,3,6:59 am,12:02 pm,18:30 pm,16,active,hog pre-starter,hog pre-starter,manual,everyday
74,39.48,2.15,3,5:38 am,11:33 am,16:43 pm,10,active,hog starter,hog starter,auto_feeder_v2,everyday
102,55.58,5.11,3,5:30 am,11:27 am,17:32 pm,10,active,hog grower,hog grower,manual,everyday
160,87.52,6.27,3,5:26 am,11:06 am,17:41 pm,12,active,hog finisher,hog finisher,manual,everyday
98,55.32,3.55,3,7:01 am,12:46 pm,16:36 pm,18,active,hog grower,hog grower,manual,everyday
106,59.65,4.2,3,6:23 am,11:08 am,18:11 pm,12,active,hog grower,hog grower,auto_feeder_v1,everyday
178,98.73,5.52,3,5:16 am,11:56 am,16:40 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
120,65.41,4.02,3,6:50 am,11:11 am,16:50 pm,5,active,hog grower,hog grower,auto_feeder_v2,everyday
131,72.51,5.63,3,7:44 am,12:11 pm,17:10 pm,8,active,hog finisher,hog finisher,manual,everyday
119,64.7,4.66,3,6:33 am,12:10 pm,18:27 pm,12,active,hog grower,hog grower,manual,everyday
128,71.17,4.89,3,5:06 am,12:48 pm,18:17 pm,9,active,hog grower,hog grower,auto_feeder_v1,everyday
145,79.76,6.14,3,5:26 am,11:51 am,17:53 pm,10,active,hog finisher,hog finisher,manual,everyday
70,38.29,2.32,3,6:02 am,11:56 am,18:53 pm,16,active,hog starter,hog starter,auto_feeder_v2,everyday
118,66.37,5.17,3,5:24 am,12:59 pm,18:03 pm,19,active,hog grower,hog grower,auto_feeder_v2,everyday
44,24.67,1.24,3,6:21 am,11:28 am,18:17 pm,19,active,hog pre-starter,hog pre-starter,manual,everyday
75,41.3,3.19,3,7:01 am,11:48 am,16:35 pm,5,active,hog starter,hog starter,manual,everyday
51,26.74,2.79,3,7:32 am,12:36 pm,16:32 pm,14,active,hog starter,hog starter,auto_feeder_v2,everyday
174,95.14,6.62,3,6:30 am,11:21 am,18:07 pm,7,active,hog finisher,hog finisher,manual,everyday
174,96.19,6.64,3,6:14 am,11:42 am,16:36 pm,9,active,hog finisher,hog finisher,manual,everyday
167,92.18,6.4,3,6:43 am,11:11 am,18:08 pm,19,active,hog finisher,hog finisher,manual,everyday
90,49.69,3.65,3,7:58 am,12:33 pm,18:30 pm,12,inactive,hog grower,hog grower,auto_feeder_v1,everyday
119,64.8,3.97,3,6:12 am,12:49 pm,16:30 pm,7,active,hog grower,hog grower,manual,everyday
155,86.05,6.4,3,6:07 am,11:38 am,16:37 pm,19,active,hog finisher,hog finisher,manual,everyday
76,43.29,3.27,3,5:06 am,11:53 am,16:14 pm,5,active,hog starter,hog starter,auto_feeder_v2,everyday
109,60.12,5.47,3,5:33 am,12:45 pm,16:19 pm,7,active,hog grower,hog grower,auto_feeder_v1,everyday
165,90.97,6.71,3,5:28 am,12:43 pm,18:27 pm,12,active,hog finisher,hog finisher,auto_feeder_v1,everyday
140,78.21,6.77,3,5:43 am,11:14 am,16:38 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
125,68.72,3.83,3,5:09 am,12:13 pm,17:26 pm,12,active,hog grower,hog grower,auto_feeder_v1,everyday
139,77.51,6.26,3,6:35 am,12:16 pm,16:48 pm,10,inactive,hog finisher,hog finisher,manual,everyday
116,64.41,5.33,3,6:19 am,11:16 am,17:33 pm,12,active,hog grower,hog grower,auto_feeder_v1,everyday
140,75.8,5.61,3,5:30 am,11:56 am,18:13 pm,12,active,hog finisher,hog finisher,manual,everyday
93,52.29,5.44,3,7:51 am,12:36 pm,16:09 pm,17,active,hog grower,hog grower,auto_feeder_v1,everyday
44,24.1,1.27,3,7:21 am,12:02 pm,16:11 pm,14,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
163,88.44,6.91,3,6:15 am,11:12 am,16:53 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
135,73.63,5.73,3,6:48 am,12:47 pm,17:21 pm,19,active,hog finisher,hog finisher,manual,everyday
78,44.24,3.0,3,7:27 am,12:25 pm,18:07 pm,16,active,hog starter,hog starter,auto_feeder_v1,everyday
172,93.44,5.81,3,6:51 am,11:38 am,17:30 pm,5,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
107,57.95,5.2,3,5:07 am,12:00 pm,17:14 pm,18,active,hog grower,hog grower,auto_feeder_v1,everyday
63,35.38,2.55,3,7:48 am,11:05 am,17:28 pm,13,active,hog starter,hog starter,auto_feeder_v1,everyday
73,40.71,2.22,3,6:28 am,11:44 am,17:30 pm,15,active,hog starter,hog starter,manual,everyday
157,85.94,5.74,3,5:38 am,11:04 am,17:00 pm,19,active,hog finisher,hog finisher,manual,everyday
129,70.71,4.97,3,7:13 am,12:37 pm,17:46 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
103,57.0,3.63,3,7:48 am,11:27 am,18:59 pm,14,active,hog grower,hog grower,auto_feeder_v1,everyday
120,64.57,5.22,3,6:24 am,11:11 am,17:32 pm,6,active,hog grower,hog grower,manual,everyday
133,73.65,5.96,3,5:12 am,12:12 pm,18:42 pm,5,active,hog finisher,hog finisher,auto_feeder_v1,everyday
131,73.44,6.13,3,6:13 am,11:54 am,16:13 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
164,90.13,6.33,3,5:50 am,11:04 am,18:09 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
165,90.77,5.63,3,6:18 am,11:16 am,17:23 pm,20,active,hog finisher,hog finisher,auto_feeder_v1,everyday
47,25.97,1.65,3,5:47 am,12:41 pm,16:28 pm,20,active,hog pre-starter,hog pre-starter,manual,everyday
32,16.92,1.57,3,6:16 am,12:29 pm,18:20 pm,9,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
77,42.87,3.39,3,7:18 am,11:21 am,17:08 pm,16,active,hog starter,hog starter,auto_feeder_v2,everyday
125,67.37,4.96,3,6:39 am,12:08 pm,17:39 pm,20,active,hog grower,hog grower,manual,everyday
32,16.13,1.69,3,7:47 am,11:47 am,17:35 pm,20,inactive,hog pre-starter,hog pre-starter,manual,everyday
129,69.8,4.71,3,6:01 am,12:10 pm,17:53 pm,10,active,hog grower,hog grower,auto_feeder_v1,everyday
174,94.84,5.56,3,5:09 am,11:47 am,18:25 pm,12,active,hog finisher,hog finisher,manual,everyday
136,74.18,6.69,3,7:31 am,11:08 am,17:10 pm,18,active,hog finisher,hog finisher,auto_feeder_v1,everyday
177,95.86,6.94,3,7:28 am,12:06 pm,17:24 pm,8,active,hog finisher,hog finisher,manual,everyday
122,67.67,3.58,3,5:57 am,12:04 pm,16:36 pm,5,active,hog grower,hog grower,manual,everyday
161,89.09,6.47,3,5:28 am,12:19 pm,16:19 pm,20,active,hog finisher,hog finisher,auto_feeder_v1,everyday
74,41.76,2.96,3,6:12 am,12:44 pm,17:26 pm,13,active,hog starter,hog starter,auto_feeder_v1,everyday
128,70.72,4.14,3,6:56 am,12:17 pm,17:06 pm,12,active,hog grower,hog grower,manual,everyday
145,80.5,6.48,3,7:46 am,12:37 pm,17:04 pm,19,active,hog finisher,hog finisher,auto_feeder_v2,everyday
51,26.98,2.12,3,6:34 am,11:34 am,18:10 pm,15,active,hog starter,hog starter,auto_feeder_v1,everyday
145,79.29,5.82,3,5:41 am,11:08 am,17:41 pm,8,active,hog finisher,hog finisher,auto_feeder_v2,everyday
70,37.46,2.73,3,5:48 am,12:21 pm,17:15 pm,14,active,hog starter,hog starter,manual,everyday
138,76.1,5.8,3,6:37 am,12:43 pm,16:30 pm,12,active,hog finisher,hog finisher,manual,everyday
83,45.72,4.64,3,6:02 am,12:05 pm,16:39 pm,9,inactive,hog grower,hog grower,auto_feeder_v1,everyday
51,29.17,3.39,3,6:11 am,12:08 pm,18:41 pm,6,active,hog starter,hog starter,auto_feeder_v2,everyday
128,69.04,5.49,3,7:20 am,11:36 am,18:47 pm,16,active,hog grower,hog grower,manual,everyday
76,42.98,2.98,3,6:30 am,11:05 am,16:06 pm,5,active,hog starter,hog starter,auto_feeder_v2,everyday
99,54.96,4.48,3,5:17 am,12:28 pm,17:05 pm,12,active,hog grower,hog grower,manual,everyday
109,58.84,4.51,3,5:04 am,11:48 am,16:58 pm,7,active,hog grower,hog grower,auto_feeder_v1,everyday
162,88.16,5.97,3,5:10 am,11:50 am,17:48 pm,16,active,hog finisher,hog finisher,auto_feeder_v2,everyday
135,75.09,6.95,3,5:42 am,12:04 pm,18:19 pm,8,active,hog finisher,hog finisher,manual,everyday
59,33.25,2.09,3,5:10 am,12:48 pm,18:52 pm,18,active,hog starter,hog starter,auto_feeder_v1,everyday
124,66.87,3.52,3,7:13 am,11:45 am,17:46 pm,8,active,hog grower,hog grower,auto_feeder_v2,everyday
95,51.66,4.06,3,5:52 am,12:28 pm,16:15 pm,12,active,hog grower,hog grower,manual,everyday
54,28.35,2.92,3,5:12 am,11:08 am,16:33 pm,8,active,hog starter,hog starter,auto_feeder_v1,everyday
176,98.07,6.54,3,7:33 am,12:45 pm,18:12 pm,7,active,hog finisher,hog finisher,manual,everyday
121,65.26,4.54,3,7:26 am,11:32 am,18:33 pm,13,inactive,hog grower,hog grower,manual,everyday
49,27.84,1.55,3,5:16 am,11:48 am,18:27 pm,12,inactive,hog pre-starter,hog pre-starter,manual,everyday
61,34.59,2.85,3,7:32 am,11:54 am,18:06 pm,12,active,hog starter,hog starter,auto_feeder_v1,everyday
146,79.65,5.68,3,6:34 am,11:47 am,17:35 pm,13,active,hog finisher,hog finisher,auto_feeder_v2,everyday
49,28.16,1.25,3,6:51 am,12:32 pm,17:00 pm,14,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
162,90.38,6.8,3,5:29 am,11:42 am,16:20 pm,19,active,hog finisher,hog finisher,auto_feeder_v2,everyday
155,85.71,6.79,3,6:15 am,12:29 pm,18:27 pm,14,active,hog finisher,hog finisher,auto_feeder_v1,everyday
114,62.93,4.62,3,7:10 am,11:19 am,16:55 pm,14,active,hog grower,hog grower,auto_feeder_v2,everyday
154,85.68,5.59,3,7:02 am,11:36 am,16:47 pm,14,active,hog finisher,hog finisher,auto_feeder_v2,everyday
115,62.31,4.39,3,6:46 am,11:15 am,16:32 pm,14,active,hog grower,hog grower,auto_feeder_v2,everyday
119,64.07,3.53,3,7:24 am,11:23 am,17:43 pm,10,inactive,hog grower,hog grower,manual,everyday
123,67.0,3.71,3,6:22 am,11:01 am,17:06 pm,10,inactive,hog grower,hog grower,auto_feeder_v1,everyday
40,22.25,1.52,3,7:31 am,12:28 pm,18:26 pm,7,inactive,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
101,56.85,3.93,3,7:50 am,12:59 pm,17:45 pm,15,active,hog grower,hog grower,auto_feeder_v2,everyday
85,48.12,3.73,3,5:47 am,12:13 pm,18:26 pm,5,active,hog grower,hog grower,auto_feeder_v2,everyday
174,95.47,6.46,3,6:51 am,11:37 am,16:14 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
58,31.59,3.22,3,5:15 am,11:36 am,18:42 pm,6,active,hog starter,hog starter,auto_feeder_v2,everyday
160,87.08,6.94,3,5:27 am,12:07 pm,18:30 pm,18,active,hog finisher,hog finisher,manual,everyday
103,56.28,3.82,3,6:29 am,12:48 pm,17:20 pm,10,inactive,hog grower,hog grower,manual,everyday
92,49.36,5.3,3,5:42 am,12:43 pm,17:46 pm,16,active,hog grower,hog grower,auto_feeder_v1,everyday
138,77.32,6.71,3,5:08 am,12:06 pm,18:10 pm,7,active,hog finisher,hog finisher,manual,everyday
108,58.68,3.52,3,5:01 am,11:30 am,18:21 pm,14,inactive,hog grower,hog grower,auto_feeder_v1,everyday
111,61.1,3.54,3,6:31 am,12:29 pm,18:27 pm,10,active,hog grower,hog grower,auto_feeder_v2,everyday
168,91.79,5.56,3,5:26 am,11:09 am,17:08 pm,12,active,hog finisher,hog finisher,manual,everyday
72,39.51,3.33,3,5:16 am,11:30 am,17:49 pm,5,active,hog starter,hog starter,auto_feeder_v2,everyday
96,53.54,4.44,3,7:33 am,12:48 pm,18:10 pm,17,active,hog grower,hog grower,auto_feeder_v1,everyday
52,28.78,2.35,3,5:22 am,11:13 am,17:44 pm,20,inactive,hog starter,hog starter,auto_feeder_v1,everyday
108,58.96,4.88,3,7:43 am,12:00 pm,16:25 pm,18,active,hog grower,hog grower,manual,everyday
64,36.11,2.24,3,7:16 am,11:06 am,18:03 pm,14,inactive,hog starter,hog starter,auto_feeder_v1,everyday
58,31.44,3.43,3,7:45 am,11:28 am,16:52 pm,11,active,hog starter,hog starter,auto_feeder_v2,everyday
160,87.07,6.27,3,5:34 am,12:12 pm,18:33 pm,14,active,hog finisher,hog finisher,auto_feeder_v1,everyday
178,99.03,6.13,3,5:53 am,11:28 am,16:08 pm,5,active,hog finisher,hog finisher,auto_feeder_v1,everyday
80,45.13,2.81,3,6:14 am,11:11 am,18:50 pm,18,active,hog starter,hog starter,auto_feeder_v2,everyday
114,62.83,4.77,3,5:15 am,12:13 pm,16:14 pm,14,active,hog grower,hog grower,auto_feeder_v2,everyday
51,26.63,3.05,3,6:10 am,11:33 am,16:44 pm,9,active,hog starter,hog starter,manual,everyday
125,68.28,5.09,3,5:33 am,12:27 pm,18:17 pm,9,active,hog grower,hog grower,auto_feeder_v2,everyday
137,74.17,5.96,3,5:25 am,12:25 pm,18:20 pm,9,inactive,hog finisher,hog finisher,auto_feeder_v1,everyday
170,94.95,5.74,3,5:36 am,12:33 pm,17:04 pm,10,active,hog finisher,hog finisher,auto_feeder_v1,everyday
103,56.5,5.06,3,7:28 am,11:09 am,17:03 pm,6,inactive,hog grower,hog grower,auto_feeder_v2,everyday
150,83.25,5.75,3,5:38 am,11:17 am,17:56 pm,9,inactive,hog finisher,hog finisher,auto_feeder_v2,everyday
138,75.79,6.03,3,7:26 am,12:54 pm,16:20 pm,20,inactive,hog finisher,hog finisher,manual,everyday
60,32.86,2.82,3,5:35 am,11:16 am,18:43 pm,14,active,hog starter,hog starter,auto_feeder_v1,everyday
63,34.7,2.8,3,6:28 am,12:12 pm,16:48 pm,18,active,hog starter,hog starter,auto_feeder_v1,everyday
61,33.14,2.77,3,7:25 am,11:09 am,18:28 pm,15,inactive,hog starter,hog starter,auto_feeder_v2,everyday
106,57.86,4.39,3,6:44 am,12:51 pm,18:48 pm,19,inactive,hog grower,hog grower,auto_feeder_v1,everyday
124,68.84,3.9,3,7:49 am,12:30 pm,17:15 pm,17,active,hog grower,hog grower,auto_feeder_v2,everyday
63,35.86,3.39,3,5:06 am,12:42 pm,18:46 pm,19,active,hog starter,hog starter,auto_feeder_v2,everyday
110,59.09,4.74,3,5:22 am,11:44 am,18:34 pm,9,active,hog grower,hog grower,auto_feeder_v2,everyday
165,90.74,6.39,3,7:39 am,11:39 am,17:52 pm,5,active,hog finisher,hog finisher,manual,everyday
96,53.76,3.59,3,5:40 am,12:26 pm,18:15 pm,8,active,hog grower,hog grower,auto_feeder_v1,everyday
97,54.19,4.59,3,7:49 am,12:11 pm,17:21 pm,18,active,hog grower,hog grower,auto_feeder_v1,everyday
56,29.96,2.44,3,5:32 am,11:13 am,16:08 pm,18,active,hog starter,hog starter,auto_feeder_v1,everyday
161,88.83,5.82,3,7:30 am,12:31 pm,18:09 pm,12,active,hog finisher,hog finisher,manual,everyday
162,90.48,5.85,3,7:45 am,12:53 pm,18:19 pm,5,active,hog finisher,hog finisher,manual,everyday
67,36.19,2.22,3,5:52 am,12:57 pm,16:48 pm,9,active,hog starter,hog starter,auto_feeder_v2,everyday
81,45.65,4.8,3,7:01 am,12:14 pm,17:53 pm,5,active,hog grower,hog grower,auto_feeder_v1,everyday
137,75.41,6.91,3,7:33 am,11:05 am,18:18 pm,12,active,hog finisher,hog finisher,auto_feeder_v2,everyday
30,17.9,1.57,3,7:24 am,11:03 am,17:32 pm,14,active,hog pre-starter,hog pre-starter,manual,everyday
153,83.54,5.78,3,6:05 am,12:12 pm,18:17 pm,15,active,hog finisher,hog finisher,auto_feeder_v2,everyday
132,73.68,6.62,3,5:11 am,11:42 am,16:20 pm,5,active,hog finisher,hog finisher,auto_feeder_v2,everyday
39,21.75,1.55,3,6:22 am,12:48 pm,17:51 pm,8,active,hog pre-starter,hog pre-starter,auto_feeder_v2,everyday
70,37.82,2.34,3,6:11 am,12:22 pm,16:13 pm,19,active,hog starter,hog starter,auto_feeder_v1,everyday
129,69.79,3.7,3,7:03 am,11:39 am,17:52 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
139,76.3,6.87,3,7:50 am,11:17 am,17:09 pm,19,active,hog finisher,hog finisher,auto_feeder_v2,everyday
120,66.93,4.11,3,5:25 am,12:13 pm,16:42 pm,14,active,hog grower,hog grower,auto_feeder_v1,everyday
171,93.21,6.62,3,5:36 am,11:43 am,17:19 pm,5,active,hog finisher,hog finisher,auto_feeder_v1,everyday
175,96.76,6.29,3,7:20 am,11:13 am,18:59 pm,18,active,hog finisher,hog finisher,auto_feeder_v2,everyday
120,66.24,4.51,3,7:26 am,11:00 am,16:40 pm,7,active,hog grower,hog grower,auto_feeder_v2,everyday
95,52.25,4.34,3,6:53 am,12:10 pm,17:43 pm,6,inactive,hog grower,hog grower,auto_feeder_v2,everyday
105,58.44,5.0,3,7:51 am,11:55 am,18:07 pm,5,active,hog grower,hog grower,manual,everyday
147,82.33,5.83,3,5:54 am,11:54 am,18:51 pm,7,active,hog finisher,hog finisher,auto_feeder_v2,everyday
130,72.11,5.5,3,6:00 am,11:11 am,17:51 pm,8,active,hog grower,hog grower,manual,everyday
164,91.3,5.81,3,5:23 am,11:25 am,16:17 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
110,59.37,4.63,3,6:34 am,12:02 pm,17:37 pm,18,active,hog grower,hog grower,auto_feeder_v2,everyday
151,83.22,6.03,3,7:07 am,12:03 pm,16:10 pm,15,active,hog finisher,hog finisher,auto_feeder_v2,everyday
69,36.9,2.49,3,7:28 am,12:30 pm,17:17 pm,12,active,hog starter,hog starter,manual,everyday
118,63.67,4.33,3,6:27 am,12:02 pm,17:39 pm,10,active,hog grower,hog grower,manual,everyday
155,84.85,5.53,3,6:09 am,11:28 am,16:22 pm,13,active,hog finisher,hog finisher,auto_feeder_v2,everyday
165,90.88,6.19,3,6:17 am,11:23 am,16:15 pm,15,active,hog finisher,hog finisher,auto_feeder_v1,everyday
159,88.27,5.98,3,7:24 am,12:05 pm,16:21 pm,20,active,hog finisher,hog finisher,manual,everyday
94,50.73,3.73,3,5:07 am,12:08 pm,18:58 pm,20,active,hog grower,hog grower,manual,everyday
145,78.57,6.85,3,5:50 am,11:09 am,17:43 pm,13,active,hog finisher,hog finisher,auto_feeder_v1,everyday
139,77.48,5.72,3,7:34 am,12:38 pm,17:40 pm,14,active,hog finisher,hog finisher,manual,everyday
41,22.28,1.21,3,5:02 am,11:34 am,18:25 pm,19,active,hog pre-starter,hog pre-starter,manual,everyday
55,29.15,3.15,3,7:34 am,12:12 pm,16:01 pm,10,active,hog starter,hog starter,manual,everyday
45,23.42,1.58,3,7:26 am,11:09 am,18:42 pm,16,inactive,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
64,36.48,2.2,3,5:14 am,11:20 am,16:43 pm,9,active,hog starter,hog starter,manual,everyday
47,27.25,1.56,3,5:20 am,11:48 am,16:55 pm,7,active,hog pre-starter,hog pre-starter,auto_feeder_v1,everyday
87,49.03,4.39,3,6:57 am,12:21 pm,17:59 pm,13,active,hog grower,hog grower,auto_feeder_v1,everyday
83,47.13,4.28,3,7:14 am,12:45 pm,17:31 pm,16,active,hog grower,hog grower,auto_feeder_v2,everyday
157,86.64,5.62,3,7:17 am,12:38 pm,17:47 pm,7,active,hog finisher,hog finisher,auto_feeder_v1,everyday
